Date,Flight,Departure,Arrival,Aircraft,Recorded by
24/09/2010View on the map,S7 72,KJAKrasnojarsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BETA320 MSN 4150,"721
Public profile of  721"
06/12/2009View on the map,S7 72,KJAKrasnojarsk   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BCIA320 MSN 2623,"Andy260982
Public profile of  Andy260982"
14/02/2007View on the map,7B 148,KJAKrasnojarsk   - Russia,DMEMoscow Domodedovo  - Russia,EI-DMPB767 MSN 24448,"eto
Public profile of  eto"
14/07/2020View on the map,EO 302,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BZUB737NG MSN 35715,"PietJandorus
Public profile of  PietJandorus"
04/12/2019View on the map,SU 1485,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BILA320 MSN 8234,"DCaesar
Public profile of  DCaesar"
29/11/2019View on the map,SU 1481,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BEWA321 MSN 7072,"KRR
Public profile of  KRR"
23/11/2019View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BFQA321 MSN 7678,"CyrillU
Public profile of  CyrillU"
26/10/2019View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BAEA321 MSN 7193,"CyrillU
Public profile of  CyrillU"
31/03/2019View on the map,SU 1485,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BDCA321 MSN 5271,"daVinci
Public profile of  daVinci"
24/11/2017View on the map,SU 1487,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BKNB737NG MSN 44441,"ivanivanov
Public profile of  ivanivanov"
20/10/2017View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BFQA321 MSN 7678,"GeorgeRUS
Public profile of  GeorgeRUS"
14/04/2016View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BQYA330 MSN 1247,"ivanivanov
Public profile of  ivanivanov"
02/05/2014View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BQEB777 MSN 41683,"Leonid84
Public profile of  Leonid84"
27/04/2014View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BQCB777 MSN 41688,"Leonid84
Public profile of  Leonid84"
25/01/2014View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BGFB777 MSN 41686,"nikolai79
Public profile of  nikolai79"
17/07/2013View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BGBB777 MSN 41679,"ivanivanov
Public profile of  ivanivanov"
08/05/2013View on the map,SU 1483,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BAXA320 MSN 3778,"ivanivanov
Public profile of  ivanivanov"
13/10/2012View on the map,SU 1481,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BEFA321 MSN 4103,"ivanivanov
Public profile of  ivanivanov"
03/06/2010View on the map,SU 780,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BEEA321 MSN 4099,"solver
Public profile of  solver"
27/04/2010View on the map,SU 782,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BQUA320 MSN 3373,"slooovik
Public profile of  slooovik"
20/09/1996View on the map,UN 128,KJAKrasnojarsk   - Russia,SVOMoscow Sheremetyevo  - Russia,N141AADC10 MSN 46713,"721
Public profile of  721"
20/04/2020View on the map,CIG 9634,KJAKrasnojarsk   - Russia,VKOMoscow Vnukovo  - Russia,VP-BGLE145 MSN 961,"ondoЕ€
Public profile of  ondoЕ€"
30/10/2015View on the map,UT 572,KJAKrasnojarsk   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQQB737NG MSN 37552,"VictoRR
Public profile of  VictoRR"
17/10/2013View on the map,UT 572,KJAKrasnojarsk   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BQPB737NG MSN 37553,"VictoRR
Public profile of  VictoRR"
06/02/2022View on the map,S7 5306,KJAKrasnojarsk   - Russia,OVBNovosibirsk   - Russia,VQ-BYWE170 MSN 49,"Andy260982
Public profile of  Andy260982"
16/11/2018View on the map,UT 138,KJAKrasnojarsk   - Russia,OVBNovosibirsk   - Russia,VQ-BLFATR MSN 951,"GeorgeRUS
Public profile of  GeorgeRUS"
30/03/2014View on the map,IO 171,KJAKrasnojarsk   - Russia,OVBNovosibirsk   - Russia,VQ-BMLCRJ MSN 7650,"GeorgeRUS
Public profile of  GeorgeRUS"
25/12/2015View on the map,SU 6574,KJAKrasnojarsk   - Russia,LEDSt Petersburg Pulkovo  - Russia,VP-BWHA320 MSN 2151,"Gabriel
Public profile of  Gabriel"
22/06/2012View on the map,Y7 551,KJAKrasnojarsk   - Russia,LEDSt Petersburg Pulkovo  - Russia,VQ-BQTB737NG MSN 33561,"Dimas
Public profile of  Dimas"
31/03/2017View on the map,UT 132,KJAKrasnojarsk   - Russia,SGCSurgut   - Russia,VQ-BLMATR MSN 980,"GeorgeRUS
Public profile of  GeorgeRUS"
01/11/2019View on the map,Y7 31,KJAKrasnojarsk   - Russia,TOFTomsk   - Russia,VQ-BKNATR MSN 823,"GeorgeRUS
Public profile of  GeorgeRUS"
26/04/2019View on the map,Y7 31,KJAKrasnojarsk   - Russia,TOFTomsk   - Russia,VQ-BKPATR MSN 835,"GeorgeRUS
Public profile of  GeorgeRUS"
30/03/2018View on the map,Y7 31,KJAKrasnojarsk   - Russia,TOFTomsk   - Russia,VQ-BKNATR MSN 823,"GeorgeRUS
Public profile of  GeorgeRUS"
08/02/2018View on the map,SHU 5613,GDXMagadan   - Russia,KHVKhabarovsk   - Russia,VQ-BWVA319 MSN 3108,"2mlfon
Public profile of  2mlfon"
26/09/2016View on the map,SHU 5613,GDXMagadan   - Russia,KHVKhabarovsk   - Russia,VP-BUOA319 MSN 3336,"rostkor
Public profile of  rostkor"
17/07/2016View on the map,SHU 5613,GDXMagadan   - Russia,KHVKhabarovsk   - Russia,VP-BWAA319 MSN 2052,"rostkor
Public profile of  rostkor"
01/10/2013View on the map,XF 4613,GDXMagadan   - Russia,KHVKhabarovsk   - Russia,VQ-BHSA320 MSN 1213,"lazyhawk
Public profile of  lazyhawk"
03/05/1995View on the map,AS 201,GDXMagadan   - Russia,KHVKhabarovsk   - Russia,N968ASMD80 MSN 53016,"skylinepigeon
Public profile of  skylinepigeon"
29/09/2016View on the map,MOV 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,VP-BDRB777 MSN 28532,"rostkor
Public profile of  rostkor"
22/09/2016View on the map,MOV 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,VP-BDQB777 MSN 28529,"rostkor
Public profile of  rostkor"
21/07/2016View on the map,MOV 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,RA-73018B757 MSN 26435,"rostkor
Public profile of  rostkor"
17/07/2016View on the map,MOV 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,RA-73018B757 MSN 26435,"rostkor
Public profile of  rostkor"
16/07/2016View on the map,MOV 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,RA-73018B757 MSN 26435,"rostkor
Public profile of  rostkor"
28/06/2016View on the map,NN 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,RA-73009B757 MSN 25437,"Miles and chains
Public profile of  Miles and chains"
20/04/2016View on the map,NN 198,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,RA-73016B757 MSN 26433,"Colin84
Public profile of  Colin84"
10/10/2015View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-CXZB767 MSN 24973,"rostkor
Public profile of  rostkor"
06/10/2015View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-CXZB767 MSN 24973,"rostkor
Public profile of  rostkor"
17/08/2015View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-UNCB767 MSN 29388,"rostkor
Public profile of  rostkor"
06/11/2014View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-RUVB767 MSN 30111,"ClashZP
Public profile of  ClashZP"
27/11/2013View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-UNFB767 MSN 26238,"lazyhawk
Public profile of  lazyhawk"
18/06/2013View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-UNEB767 MSN 29383,"lazyhawk
Public profile of  lazyhawk"
02/02/2013View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-UNCB767 MSN 29388,"lazyhawk
Public profile of  lazyhawk"
17/06/2012View on the map,UN 160,GDXMagadan   - Russia,DMEMoscow Domodedovo  - Russia,EI-UNCB767 MSN 29388,"lazyhawk
Public profile of  lazyhawk"
01/11/2021View on the map,SU 6290,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,EI-XLPB777 MSN 28531,"rostkor
Public profile of  rostkor"
15/04/2020View on the map,SU 6290,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,EI-UNMB777 MSN 28534,"ArteeS
Public profile of  ArteeS"
12/04/2020View on the map,SU 6290,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,EI-UNMB777 MSN 28534,"ArteeS
Public profile of  ArteeS"
05/12/2017View on the map,SU 1761,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BQZA330 MSN 1270,"mlfoЕ€
Public profile of  mlfoЕ€"
26/09/2016View on the map,NWS 9304,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BOGB767 MSN 30342,"rostkor
Public profile of  rostkor"
19/07/2016View on the map,AFL 1761,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,VQ-BQXA330 MSN 1232,"rostkor
Public profile of  rostkor"
18/07/2016View on the map,NWS 9304,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BJBB777 MSN 27606,"rostkor
Public profile of  rostkor"
16/07/2016View on the map,KAR 304,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BOZB767 MSN 28111,"rostkor
Public profile of  rostkor"
31/10/2015View on the map,IK 304,GDXMagadan   - Russia,SVOMoscow Sheremetyevo  - Russia,VP-BMCB767 MSN 30301,"rostkor
Public profile of  rostkor"
24/08/2018View on the map,FV 6290,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,EI-GETB777 MSN 32709,"KRR
Public profile of  KRR"
24/11/2017View on the map,SDM 6290,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,EI-UNPB777 MSN 28516,"medvД›d
Public profile of  medvД›d"
28/09/2016View on the map,SDM 6490,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,EI-XLPB777 MSN 28531,"rostkor
Public profile of  rostkor"
19/09/2016View on the map,NWS 9304,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,VP-BJFB777 MSN 32703,"rostkor
Public profile of  rostkor"
18/07/2016View on the map,SDM 6490,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,VP-BLAB777 MSN 28676,"rostkor
Public profile of  rostkor"
15/07/2016View on the map,SDM 6490,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,EI-UNNB777 MSN 28517,"rostkor
Public profile of  rostkor"
26/10/2015View on the map,TSO 160,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,EI-CXZB767 MSN 24973,"rostkor
Public profile of  rostkor"
18/12/2011View on the map,R3 758,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BCKB757 MSN 26245,"eto
Public profile of  eto"
21/06/2011View on the map,R3 758,GDXMagadan   - Russia,VKOMoscow Vnukovo  - Russia,VQ-BCKB757 MSN 26245,"slooovik
Public profile of  slooovik"
21/07/2016View on the map,DRU 610,GDXMagadan   - Russia,OVBNovosibirsk   - Russia,EI-ECMB737NG MSN 32658,"rostkor
Public profile of  rostkor"
07/05/2021View on the map,DXT 9002Dexter Air Taxi,GDXMagadan   - Russia,SGCSurgut   - Russia,RA-67218CRJ MSN 8074,"mlfoЕ€
Public profile of  mlfoЕ€"
25/08/2015View on the map,U6 206,MRVMineralnyye Vody   - Russia,SVXEkaterinburg   - Russia,VP-BFZA320 MSN 735,"Colin84
Public profile of  Colin84"
02/03/2021View on the map,A4 647,MRVMineralnyye Vody   - Russia,KGDKaliningrad Khrabrovo Airport  - Russia,RA-89095SSJ MSN 95155,"Hi Fly
Public profile of  Hi Fly"
01/10/2021View on the map,Y7 403,MRVMineralnyye Vody   - Russia,DMEMoscow Domodedovo  - Russia,VP-BKTB737 MSN 28871,"ondon2
Public profile of  ondon2"
22/08/2021View on the map,5N 266,MRVMineralnyye Vody   - Russia,DMEMoscow Domodedovo  - Russia,VQ-BBWB737NG MSN 36818,"shnoor
Public profile of  shnoor"
10/05/2021View on the map,RL 704,MRVMineralnyye Vody   - Russia,DMEMoscow Domodedovo  - Russia,VP-BGZB737NG MSN 30881,"shnoor
Public profile of  shnoor"
18/10/2020View on the map,S7 2170,MRVMineralnyye Vody   - Russia,DMEMoscow Domodedovo  - Russia,VP-BCZA320 MSN 3446,"ivanivanov
Public profile of  ivanivanov"
